,University,Country,Street Address,Locality,Postal Code,Region
10386, Universidad Tecnológica de la Región Carbonífera,mx ,Carretera Rosita-Muzquiz Km. 4,San,26801,Coahuila
10387, Universidad Tecnológica de la Región Centro de Coahuila,mx ,"Avenida Las Granjas No. 602, Fracc. Escorial",Monclova,25720,Coahuila
10388, Universidad Tecnológica de la Región Norte de Guerrero,mx ,"Avenida Catalina Pastrana s/n, Colonia Ciudad industrial",Iguala,40030,Guerrero
10389, Universidad Tecnológica de La Riviera Maya,mx ,"Avenida Paseo del Mayab No. 4000, Región 79",Playa,77710,Quintana Roo
10390, Universidad Tecnológica de la Selva,mx ,"Entronque Tonina Km. 0.5, Carretera Ocosingo-Altamirano",Ocosingo,29950,Chiapas
10391, Universidad Tecnológica de la Sierra,mx ,Carretera Federal Ruíz-Zacatecas Km. 100.9,Mesa,63545,Nayarit
10392, Universidad Tecnológica de la Sierra Hidalguense,mx ,"Carretera México-Tampico Km. 100, Tramo Pachuca-Huejutla",Zacualtipán,43200,Hidalgo
10393, Universidad Tecnológica de la Sierra Sur de Oaxaca,mx ,"Camino a San Idelfonso Sola, Esquina con Camino al Ciruelo s/n",Villa,71400,Oaxaca
10394, Universidad Tecnológica de la Tarahumara,mx ,"Calle Pascual Orozco No. 18, Colonia Los Pinos",Guachochi,33180,Chihuahua
10395, Universidad Tecnológica de la Tierra Caliente,mx ,"Centro de Bachillerato Agropecuario 18, Calle Francisco I. Madero 1200, Colonia La Costita",Ciudad,40660,Guerrero
10396, Universidad Tecnológica de la Zona Metropolitana de Guadalajara,mx ,Venustiano Carranza No. 21 Sta. Cruz de las Flores,Tlajomulco,45640,Jalisco
10397, Universidad Tecnológica de la Zona Metropolitana del Valle de México,mx ,"Avenida Ejercito Mexicano Esq. Calle Matamoros s/n, Colonia Centro Tizayuca",Tizayuca,43800,Hidalgo
10398, Universidad Tecnológica de León,mx ,"Boulevard Universidad Tecnológica No. 225, Colonia Julián Obregón",León,37670,Guanajuato
10399, Universidad Tecnológica de los Valles Centrales de Oaxaca,mx ,Avenida de los Presidentes s/n,San,,Oaxaca
10400, Universidad Tecnológica de Manzanillo,mx ,"Camino hacia las Humedades s/n, Colonia Las Humedades",Manzanillo,28869,Colima
10401, Universidad Tecnológica de Matamoros,mx ,"Km. 8.5 Carretera a Reynosa, Ejido Guadalupe",Matamoros,87569,Tamaulipas
10402, Universidad Tecnológica de México,mx ,"Boulevard Calacoaya No. 7, Colonia La Ermita",Atizapan,52999,Estado de Mexico
10403, Universidad Tecnológica de Morelia,mx ,"Vicepresidente Pino Suárez No. 750, Ciudad Industrial",Morelia,58200,Michoacan
10404, Universidad Tecnológica de Nayarit,mx ,Carretera Federal 200 Km 9,Xalisco,63780,Nayarit
10405, Universidad Tecnológica de Nezahualcóyotl,mx ,"Circuito Universidad Tecnológica s/n, Colonia Benito Juárez",Nezahualcoyotl,57000,Estado de Mexico
10406," Universidad Tecnológica de Nogales, Sonora",mx ,"Avenida Universidad No. 271, Colonia Universitaria",Nogales,84000,Sinaloa
10407, Universidad Tecnológica de Nuevo Laredo,mx ,"Boulevard Universidad No. 3302, Fracc. Oradel",Nuevo,88000,Tamaulipas
10408, Universidad Tecnológica de Oriental,mx ,"10 Poniente entre 13 y 15 Norte int. 2, Colonia Centro",Oriental,75020,Puebla
10409, Universidad Tecnológica de Panamá,pa ,"Avenida Universidad Tecnológica de Panamá, Campus Víctor Levi Sasso",Panama,0819-07289,
10410, Universidad Tecnológica de Paquimé,mx ,"Secundaria Federal de Casas Grandes, Altamira y Allende s/n",Ciudad,31850,Chihuahua
10411, Universidad Tecnológica de Parral,mx ,Anillo Perimetral Luis Donaldo Colosio s/n,Hidalgo,33800,Chihuahua
10412, Universidad Tecnológica de Pereira,co ,La Julita,Pereira,,Risaralda
10413, Universidad Tecnológica de Poanas,mx ,"Centro de Bachillerato Industrial y de Servicios No. 109, Calle Corregidora s/n, Colonia Centro",Poanas,34800,Durango
10414, Universidad Tecnológica de Puebla,mx ,"Antiguo Camino a la Resurrección No. 1000 - A, Zona Industrial",Puebla,72300,Puebla
10415, Universidad Tecnológica de Puerto Peñasco,mx ,"Boulevard Tecnológico s/n, Colonia Brisas del Golvo",Puerto,83553,Sonora
10416, Universidad Tecnológica de Querétaro,mx ,"Avenida Pie de la Cuesta No. 2501, Colonia Unidad Nacional",Querétaro,76148,Queretaro
10417, Universidad Tecnológica de Rodeo,mx ,"Escuela Secundaria Técnica No. 29, Calle Constitución y Francisco Villa s/n",Rodeo,35760,Durango
10418, Universidad Tecnológica de Salamanca,mx ,"Avenida Universidad Tecnológica No. 200, Colonia Ciudad Bajío",Salamanca,36764,Guanajuato
10419, Universidad Tecnológica de Saltillo,mx ,Carretera Derramadero-General Cepeda Km 18,Saltillo,25300,Coahuila
10420, Universidad Tecnológica de San Juan del Río,mx ,"Avenida La Palma No. 125, Colonia Vista Hermosa",San,76800,Queretaro
10421, Universidad Tecnológica de San Luis Potosí,mx ,"Prolongación Avenida de las Américas No. 100, Rancho Nuevo",Soledad,78430,San Luis Potosi
10422, Universidad Tecnológica de San Luis Río Colorado,mx ,"Avenida Jalisco s/n (Esq. Calle 59), Colonia Progreso",San,83458,Sonora
10423, Universidad Tecnológica de San Miguel de Allende,mx ,"Camino a San Julián No. 8, Predio Casco de Landeta",San,37700,Guanajuato
10424, Universidad Tecnológica de Santa Catarina,mx ,Carretera Saltillo-Monterrey Km. 61.5,Santa,66351,Nuevo Leon
10425, Universidad Tecnológica de Santiago,do ,Avenida Estrella Sadhalá esq. Avenida Circunvalacion,Santiago,658,Santiago
10426, Universidad Tecnológica de Tabasco,mx ,"Carretera Villahermosa Teapa Km 14 + 600, Fracc. Parrilla, Parrilla II, Centro",Villahermosa,86000,Tabasco
10427, Universidad Tecnológica de Tamaulipas Norte,mx ,"Avenida Universidad Tecnológica No. 1555, Colonia La Escondida",Reynosa,88500,Tamaulipas
10428, Universidad Tecnológica de Tecámac,mx ,"Carretera Federal México-Pachuca Km. 37.5, Colonia Sierra Hermosa",Tecámac,55740,Estado de Mexico
10429, Universidad Tecnológica de Tecamachalco,mx ,"Avenida Universidad Tecnológica No. 1, Colonia La Villita",Tecamachalco,75482,Puebla
10430, Universidad Tecnológica de Tehuacán,mx ,"Prolongación de la 1 Sur No. 1101, San Pablo Tepetzingo",Tehuacán,75859,Puebla
10431, Universidad Tecnológica de Tijuana,mx ,"Carretera Federal Tijuana-Tecate Km. 10, Fracc. El Refugio",Tijuana,22685,Baja California
10432, Universidad Tecnológica de Tlaxcala,mx ,"Carretera al Carmen Xalpatlahuaya s/n, Carmen Xalpatlahuaya",Huamantla,90500,Tlaxcala
10433, Universidad Tecnológica de Torreón,mx ,"Carretera Torreón-Matamoros Km. 10, Ejido el Aguila",Torreón,27400,Coahuila
10434, Universidad Tecnológica de Tulancingo,mx ,Camino Ahuehuetitla No. 301 Las Presas,Tulancingo,43642,Hidalgo
10435, Universidad Tecnológica de Tula-Tepeji,mx ,"Avenida Universidad Tecnólogica No. 1000, Colonia El 61, El Carmen",Tula,42830,Hidalgo
10436, Universidad Tecnológica de Xicotepec de Juárez,mx ,"Avenida Universidad Tecnológica No. 1000, Colonia Tierra Negra",Xicotepec,73080,Puebla
10437, Universidad Tecnológica de Zinacantepec,mx ,"Libramiento Universidad No. 106, San Bartolo el Llano, Sta. Maria del Monte",Zinacantepec,51366,Estado de Mexico
10438, Universidad Tecnológica del Centro,ve ,Vía Aragüita a 2 Km de la Carretera Nacional,Guacara,,Carabobo
10439, Universidad Tecnológica del Centro de Mexico S.C.,mx ,Gaspar de Almanza No. 100 Fracc. Exelaris,Celaya,38010,Guanajuato
10440, Universidad Tecnológica del Centro de Veracruz,mx ,"Avenida Universidad No. 350, Carretera Federal Cuitláhuac-La Tinaja, Congregación Dos Caminos",Cuitláhuac,94910,Veracruz
10441," Universidad Tecnológica del Centro, Mexico",mx ,Carretera Federal Hoctun-Izamal,Izamal,97540,Yucatan
10442, Universidad Tecnológica del Choco,co ,Ciudadela Universitaria Barrio Nicolas Medrano,Quibdo,,Choco
10443, Universidad Tecnológica del Cibao Oriental,do ,Avenida Universitaria No. 100,Cotuí,,Sanchez Ramirez
10444, Universidad Tecnológica del Estado de Zacatecas,mx ,"Km. 5 Carretera Zacatecas-Ciudad Cuauhtemoc, Ejido Eneguitas",Guadalupe,98601,Zacatecas
10445, Universidad Tecnológica del Mar de Tamaulipas Bicentenario,mx ,"Secundaria Técnica No. 75, del Poblado La Pesca",Soto,87678,Tamaulipas
10446, Universidad Tecnológica del Mar del Estado de Guerrero,mx ,"Carretera Nacional Acapulco Pinotepa Nacional s/n, Colonia Progreso",Marquelia,41934,Guerrero
10447, Universidad Tecnológica del Mayab,mx ,Calle 32 s/n x 31 y 33,Peto,97930,Yucatan
10448, Universidad Tecnológica del Norte de Aguascalientes,mx ,"Avenida Universidad No. 1000, Estación Rincón",Rincón,20240,Aguascalientes
10449, Universidad Tecnológica del Norte de Coahuila,mx ,Carretera 57 km. 18,Nava,26170,Coahuila
10450, Universidad Tecnológica del Norte de Guanajuato,mx ,Avenida Educación Tecnológica No. 34,Dolores,37800,Guanajuato
10451, Universidad Tecnológica del Peru,pe ,Esquina Avenida 28 de Julio con Avenida Petit Thouars,Lima,,Lima
10452, Universidad Tecnológica del Poniente,mx ,"Escuela Secundaria Nocturna Eladio Novelo Gil, Calle 17 A x 16 Centro",Maxcanu,97800,Yucatan
10453, Universidad Tecnológica del Sur,do ,"Avenida Enriquillo #1, Mejoramiento Social",Azua,,Azua
10454, Universidad Tecnológica del Sur de Sonora,mx ,"Dr. Norman E. Borlaug Km. 14, Colonia Nuevo México",Ciudad,85095,Sinaloa
10455, Universidad Tecnológica del Sur del Estado de México,mx ,Km. 12 Carretera Tejupilco-Amatepec,Tejupilco,51400,Estado de Mexico
10456, Universidad Tecnológica del Sur del Estado de Morelos,mx ,"Sor Juana Inés de la Cruz No. 33, Colonia Jardines de la Herradura",Puente,62660,Morelos
10457, Universidad Tecnológica del Sureste de Veracruz,mx ,Avenida Universidad Tecnológica Lote Grande No. 1,Nanchital,96360,Veracruz
10458, Universidad Tecnológica del Suroeste de Guanajuato,mx ,"Carretera Valle Huanímaro Km. 1.2, Arteaga No. 86",Valle,38400,Guanajuato
10459, Universidad Tecnológica del Usumacinta,mx ,"Libramiento Glorieta Emiliano Zapata - Tenosique s/n, Colonia Las Lomas",Emiliano,86980,Tabasco
10460, Universidad Tecnológica del Valle de Toluca,mx ,Carretera del Departamento del DF Km. 7.5,Lerma,52050,Estado de Mexico
10461, Universidad Tecnológica del Valle del Mezquital,mx ,"Carretera Ixmiquilpan-Capula, Barrio El Nith",Ixmiquilpan,42300,Hidalgo
10462, Universidad Tecnológica Ecotec,ec ,Avenida Juan Tanca Marengo Km2 / Km1 de la Via A Samborondon,Guayaquil,,Guayas
10463, Universidad Tecnológica El Retoño,mx ,"Carretera a San Luis Potosí s/n, El Retoño",El,20337,Aguascalientes
10464, Universidad Tecnológica Emiliano Zapata del Estado de Morelos,mx ,"Avenida Universidad Tecnológica No. 1, Colonia Palo Escrito",Emiliano,62760,Morelos
10465, Universidad Tecnológica Empresarial de Guayaquil,ec ,Guayacanes 520 y la Quinta,Guayaquil,,Guayas
10466, Universidad Tecnológica Equinoccial,ec ,Burgeois N34-102 y Rumipamba,Quito,,Pichincha
10467, Universidad Tecnológica Fidel Velázquez,mx ,"Ex Hacienda de la Encarnación s/n, Colonia El Tráfico",Nicolás,55400,Estado de Mexico
10468, Universidad Tecnológica General Mariano Escobedo,mx ,Libramiento Noroeste Km. 33.5,General,66050,Nuevo Leon
10469, Universidad Tecnológica Indoamérica,ec ,Bolívar 2035 entre Guayaquil y Quito,Quito,,Pichincha
10470, Universidad Tecnológica La Salle,ni ,Km. 4 Carretera a Poneloya,León,,Leon
10471, Universidad Tecnológica Linares,mx ,"Antiguo Camino a Hualahuises s/n, Col. Camachito",Linares,67800,Nuevo Leon
10472, Universidad Tecnológica Metropolitana,cl ,Dieciocho Nº 161,Santiago,97279,Region Metropolitana de Santiago
10473," Universidad Tecnológica Metropolitana, Mexico",mx ,"Calle 115 (Circuito Colonias del Sur) No. 404, Colonia Santa Rosa",Mérida,97279,Yucatan
10474, Universidad Tecnológica Minera de Zimapán,mx ,"Carretera México Laredo Km. 159, El Tepozan",Zimapán,42354,Hidalgo
10475, Universidad Tecnológica Nacional,ar ,Sarmiento 440,Buenos,C1041AAJ,City of Buenos Aires
10476, Universidad Tecnológica Nicaragüense,ni ,De la Rotonda Metro Centro 150,Manuaga,,Managua
10477, Universidad Tecnológica Oteima,pa ,"Edificio Plaza Oteima, Calle D. Norte entre Ave. 1era y 2da Este",David,,Chiriqui
10478, Universidad Tecnológica Privada de Santa Cruz,bo ,Avenida Cañoto entre Landivar y Alameda Junín,Santa,,Santa Cruz
10479, Universidad Tecnológica Regional del Sur,mx ,"Tablaje Catastral No. 792, Vía del Ferrocarril Mérida-Peto",Tekax,97970,Yucatan
10480, Universidad Thomas More,ni ,"Club Terraza, 150vrs. al sur.",Managua,,Managua
10481, Universidad Torcuato di Tella,ar ,Miñones 2159/77,Buenos,C1428ATG,City of Buenos Aires
10482, Universidad UCINF,cl ,Avenida Pedro de Valdivia Nº 555 - 450,Santiago,,Region Metropolitana de Santiago
10483, Universidad Unidad,bo ,Urcullo No. 647,Sucre,,Chuquisaca
10484, Universidad Unión Bolivariana,bo ,Avenida Idelfonso de las Muñecas No 319 Entre Avenida Perú,La,,La Paz
10485, Universidad Valle del Grijalva S.C.,mx ,"Cerrada Bugambilias No. 137, Colonia Fracc. Bugambilias, Apdo. Postal No. 30",Tuxtla,29020,Chiapas
10486, Universidad Valle del Momboy,ve ,Avenida Caracas con Calle Buenos Aires,Valera,,Trujillo
10487, Universidad Vasco de Quiroga A.C.,mx ,"Camino a Jesús del Monte 555, Sta. María de Guido",Morelia,58290,Michoacan
10488, Universidad Venezolana de los Hidrocarburos,ve ,"Urbanización Santa Rosa, Sector el Tambor. Los Teques",Caracas,,Caracas
10489, Universidad Veracruzana,mx ,"Lomas del Estadio s/n Edif. A, 3er. Piso Zona Universitaria",Xalapa,91090,Veracruz
10490, Universidad Veritas,cr ,1km Oeste de Casa Presidencial,San,10105,San Jose
10491, Universidad Villa Rica,mx ,Avenida Urano esq. Progreso Fracc. Jardines de Mocambo,Boca,94299,Veracruz
10492, Universidad Villasunción,mx ,"Avenida Las Américas No. 601, Fraccionamiento Las Fuentes",Aguascalientes,20239,Aguascalientes
10493, Universidad Westhill,mx ,"Domingo García Ramos, 56",Mexico,05610,Mexico City
10494, Universidad Xicotepetl A.C.,mx ,"Aldama No. 122, Apdo. Postal No. 38, Colonia Xicotepec de Juárez",Xicotepec,73080,Puebla
10495, Universidad Yacambú,ve ,"Calle 42 entre carreras 15 y 16, Edificio Yanara, Planta Baja",Barquisimeto,,Lara
10496, Universidad Yachay Tech,ec ,Hacienda San José s/n,San,,Imbabura
10497, Universidad YMCA,mx ,Lago Alberto 337,Mexico,11320,Mexico City
10498, Universidade 11 de Novembro,ao ,,Cabinda,,Cabinda
10499, Universidade Agostinho Neto,ao ,Avenida 4 de Fevereiro 7,Luanda,,Luanda
10500, Universidade Alto Vale do Rio do Peixe,br ,Rua Victor Baptista Adami 800 - Centro,Caçador,89500-000,Santa Catarina
10501, Universidade Anhanguera,br ,"Rua Afonso Celso, 235 - Vila Mariana",São,04119-901,Sao Paulo
10502, Universidade Anhanguera-Uniderp,br ,Rua Ceará 333,Campo,79003-010,Mato Grosso do Sul
10503, Universidade Anhembi Morumbi,br ,Rua Dr. Almeida Lima - 1124 e 1134 - Centro - Brás,São,03164-000,Sao Paulo
10504, Universidade Atlântica,pt ,Antiga Fábrica de Pólvora de Barcarena-Rua dos Paióis,Barcarena,2720-036,Lisboa
10505, Universidade Autónoma de Lisboa,pt ,"Rua de Santa Marta, 56",Lisbon,1169-023,Lisboa
10506, Universidade Brasil,br ,Rua Carolina Fonseca 584 - Itaquera,São,08230-030,Sao Paulo
10507, Universidade Braz Cubas,br ,Avenida Francisco Rodrigues Filho 1233 - Campus Universitário - Mogilar,Mogi,08773-380,Sao Paulo
10508, Universidade Cândido Mendes,br ,Rua da Assembléia 10 - Sala 4208 - Centro,Rio,20011-901,Rio de Janeiro
10509, Universidade Castelo Branco,br ,Avenida Santa Cruz 1631 - Realengo,Rio,21710-250,Rio de Janeiro
10510, Universidade Católica de Angola,ao ,"Avenida Pedro de Castro Van Dunem, n. 24",Luanda,2064,Luanda
10511, Universidade Católica de Brasília,br ,QS 07 Lote 01 - EPTC - Águas Claras,Brasília,71966-900,Distrito Federal
10512, Universidade Católica de Moçambique,mz ,"Rua Marquês de Soveral, 960",Beira,,Sofala
10513, Universidade Católica de Pelotas,br ,Rua Felix da Cunha 412 - Centro,Pelotas,96010-000,Rio Grande do Sul
10514, Universidade Católica de Pernambuco,br ,Rua do Príncipe 526 - Campus Universitário-UNICAP - Boa Vista,Recife,50050-900,Pernambuco
10515, Universidade Católica de Petrópolis,br ,"Rua Benjamin Constant, 213 - Centro",Petrópolis,25610-130,Rio de Janeiro
10516, Universidade Católica de Santos,br ,Avenida Conselheiro Nébias 300 - Vila Mathias,Santos,11015-002,Sao Paulo
10517, Universidade Católica do Salvador,br ,Largo da Palma s/n - Praça Ana Nery - Nazaré,Salvador,40040-170,Bahia
10518, Universidade Católica Dom Bosco,br ,"Avenida Tamandaré, 6000 - Jardim Seminário",Campo,79117-900,Mato Grosso do Sul
10519, Universidade Catolica Portuguesa,pt ,Palma de Cima,Lisbon,1649-023,Lisboa
10520, Universidade Ceuma,br ,Rua Josue Montello 01 - Renascença II,São,65075-120,Maranhao
10521, Universidade Cidade de São Paulo,br ,Rua Cesário Galero 448/475 - Tatuapé,São,03071-000,Sao Paulo
10522, Universidade Comunitária da Região de Chapecó,br ,Avenida Senador Attilio Fontana 591 - E - EFAPI,Chapecó,89809-000,Santa Catarina
10523, Universidade Cruzeiro do Sul,br ,Avenida Doutor Ussiel Cirilo 225 - Vila Jacuí - São Miguel,São,08060-070,Sao Paulo
10524, Universidade Cuíto Cuanavale,ao ,,,,Cuando-Cubango
10525, Universidade da Amazônia,br ,Avenida Alcindo Cacela 287 - Bloco C - Térreo - Umarizal,Belém,66060-902,Para
10526, Universidade da Beira Interior,pt ,Convento de Santo António,Covilhã,6201-001,Castelo Branco
10527, Universidade da Coruña,es ,"Rúa Da Maestranza, 9",A,15071,Galicia
10528, Universidade da Integração Internacional da Lusofonia Afro-Brasileira,br ,"Avenida da Abolição, 3 - Centro",Redenção,62790-000,Ceara
10529, Universidade da Madeira,pt ,Praça do Município,Funchal,9000-072,Madeira
10530, Universidade da Paz,tp ,"Avenida Osindo, Manleuana",Dili,,Dili
10531, Universidade da Região da Campanha,br ,Avenida Tupy Silveira 2099 - Campus Sede da URCAMP - Centro,Bagé,96400-110,Rio Grande do Sul
10532, Universidade da Região de Joinville,br ,"Rua Paulo Malschitzki  10 - Campus Universitario, Zona Industrial",Joinville,89219-710,Santa Catarina
10533, Universidade de Araraquara,br ,"Rua Carlos Gomes, 1338 - Centro",,14801-320,Sao Paulo
10534, Universidade de Aveiro,pt ,Campus Universitário de Santiago,Aveiro,3810-193,Aveiro
10535, Universidade de Belas,ao ,Bairro Benfica,Samba,,Luanda
10536, Universidade de Brasília,br ,Campus Universitário Darcy Ribeiro s/n - Asa Norte,Brasília,70910-900,Distrito Federal
10537, Universidade de Cabo Verde,cv ,Praça António Lereno,Praia,CP 379C,Santiago
10538, Universidade de Caxias do Sul,br ,Rua Francisco Getúlio Vargas 1130 - Bloco A - Petrópolis,Caxias,95070-560,Rio Grande do Sul
10539, Universidade de Coimbra,pt ,Paço das Escolas,Coimbra,3004-531,Coimbra
10540, Universidade de Cruz Alta,br ,"Rodovia Municipal Jacob Della Méa, KM 5.6 - Parada Benito",Cruz,98025-810,Rio Grande do Sul
10541, Universidade de Cuiabá,br ,Avenida Manoel José de Arruda 3100 - Jardim Europa,Cuiabá,78065-900,Mato Grosso
10542, Universidade de Díli,tp ,,Dili,,Dili
10543, Universidade de Évora,pt ,"Colégio do Espírito Santo, Largo dos Colegiais, 2",Évora,7004-516,Evora
10544, Universidade de Fortaleza,br ,Avenida Washington Soares 1321 - Edson Queiroz,Fortaleza,60811-905,Ceara
10545, Universidade de Franca,br ,Avenida Doutor Armando Sales Oliveira 201 - Parque Universitário,Franca,14404-600,Sao Paulo
10546, Universidade de Itaúna,br ,Rodovia Mg 431 Km 45 s/n - Campus Verde,Itaúna,35680-142,Minas Gerais
10547, Universidade de Lisboa,pt ,Alameda da Universidade,Lisbon,1649-004,Lisboa
